"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"WDPRBUS","194913","1549.262","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","195013","1562.307","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","195113","1534.669","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","195213","1474.369","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","195313","1418.601","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","195413","1394.327","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","195513","1424.143","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","195613","1415.871","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","195713","1333.581","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","195813","1323.123","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","195913","1352.874","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","196013","1319.87","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","196113","1294.762","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","196213","1300.242","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","196313","1323.316","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","196413","1336.802","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","196513","1334.761","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","196613","1368.985","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","196713","1340.249","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","196813","1419.495","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","196913","1440.487","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197013","1428.649","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197113","1430.229","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197213","1500.992","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197301","129.63","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197302","117.194","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197303","129.763","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197304","125.462","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197305","129.624","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197306","125.435","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197307","129.616","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197308","129.734","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197309","125.603","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197310","129.769","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197311","125.492","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197312","129.69","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197313","1527.012","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197401","130.655","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197402","117.949","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197403","130.579","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197404","126.441","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197405","130.659","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197406","126.432","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197407","130.548","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197408","130.574","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197409","126.454","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197410","130.562","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197411","126.352","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197412","130.555","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197413","1537.76","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197501","127.128","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197502","114.829","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197503","127.127","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197504","123.022","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197505","127.13","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197506","123.048","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197507","127.125","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197508","127.136","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197509","123.052","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197510","127.151","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197511","123.039","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197512","127.138","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197513","1496.928","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197601","144.91","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197602","135.559","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197603","144.914","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197604","140.237","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197605","144.913","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197606","140.244","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197607","144.898","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197608","144.918","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197609","140.271","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197610","144.94","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197611","140.481","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197612","145.201","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197613","1711.484","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197701","156.074","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197702","141.046","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197703","156.072","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197704","151.013","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197705","156.032","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197706","150.997","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197707","155.742","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197708","155.909","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197709","150.938","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197710","155.998","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197711","150.888","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197712","155.816","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197713","1836.524","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197801","173.005","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197802","156.277","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197803","173.026","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197804","167.244","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197805","172.806","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197806","167.239","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197807","172.825","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197808","173.009","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197809","167.32","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197810","173.027","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197811","167.438","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197812","172.935","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197813","2036.15","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197901","182.453","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197902","164.927","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197903","182.64","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197904","176.707","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197905","182.561","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197906","176.662","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197907","182.536","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197908","182.638","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197909","176.766","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197910","182.63","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197911","176.767","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197912","182.568","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","197913","2149.854","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198001","209.613","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198002","196.117","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198003","209.598","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198004","202.768","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198005","209.394","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198006","202.609","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198007","209.449","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198008","209.544","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198009","202.79","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198010","209.602","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198011","202.831","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198012","209.546","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198013","2473.861","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198101","211.988","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198102","191.528","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198103","212.042","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198104","205.195","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198105","211.883","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198106","204.976","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198107","211.838","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198108","211.846","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198109","205.148","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198110","212.004","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198111","205.166","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198112","211.948","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198113","2495.563","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198201","213.205","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198202","192.598","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198203","213.132","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198204","206.24","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198205","213.101","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198206","206.255","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198207","213.146","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198208","213.158","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198209","206.364","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198210","213.332","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198211","206.347","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198212","213.17","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198213","2510.048","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198301","227.926","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198302","205.87","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198303","227.938","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198304","220.561","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198305","227.897","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198306","220.582","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198307","227.933","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198308","227.978","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198309","220.641","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198310","228.031","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198311","220.719","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198312","228.194","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198313","2684.271","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198401","227.551","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198402","212.673","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198403","227.378","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198404","219.904","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198405","227.242","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198406","219.914","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198407","227.458","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198408","227.481","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198409","220.21","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198410","227.64","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198411","220.555","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198412","227.811","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198413","2685.817","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198501","228.394","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198502","206.294","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198503","228.374","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198504","220.463","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198505","227.858","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198506","220.471","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198507","228.091","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198508","228.276","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198509","221.006","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198510","228.287","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198511","220.962","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198512","228.29","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198513","2686.765","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198601","217.84","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198602","196.536","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198603","217.379","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198604","210.372","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198605","217.424","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198606","210.444","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198607","217.598","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198608","217.76","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198609","210.699","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198610","217.574","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198611","210.647","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198612","217.863","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198613","2562.134","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198701","209.176","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198702","188.924","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198703","209.117","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198704","202.254","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198705","208.99","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198706","202.596","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198707","209.335","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198708","209.365","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198709","202.52","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198710","209.112","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198711","202.462","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198712","209.308","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198713","2463.159","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198801","218.368","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198802","204.246","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198803","218.351","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198804","211.122","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198805","217.825","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198806","211.242","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198807","218.272","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198808","218.415","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198809","211.218","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198810","218.198","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198811","211.191","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198812","218.215","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198813","2576.663","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198901","231.17","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198902","211.272","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198903","236.6","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198904","218.29","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198905","200.711","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198906","208.439","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198907","217.404","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198908","234.088","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198909","220.479","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198910","230.492","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198911","231.613","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198912","239.066","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","198913","2679.623","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199001","193.411","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199002","186.722","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199003","199.565","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199004","190.159","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199005","166.803","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199006","134.939","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199007","176.618","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199008","201.445","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199009","196.099","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199010","190.414","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199011","177.629","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199012","202.362","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199013","2216.166","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199101","221.773","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199102","161.586","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199103","165.815","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199104","142.348","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199105","156.299","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199106","161.835","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199107","163.21","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199108","201.887","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199109","220.843","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199110","204.17","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199111","194.094","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199112","220.221","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199113","2214.082","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199201","225.223","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199202","179.107","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199203","169.584","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199204","162.501","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199205","136.512","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199206","178.938","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199207","196.218","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199208","216.248","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199209","199.5","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199210","219.054","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199211","220.592","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199212","209.993","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199213","2313.471","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199301","212.917","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199302","190.799","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199303","202.466","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199304","176.447","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199305","141.057","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199306","142.881","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199307","159.077","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199308","215.249","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199309","197.49","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199310","203.03","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199311","209.594","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199312","208.767","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199313","2259.774","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199401","252.903","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199402","194.065","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199403","202.598","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199404","183.168","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199405","141.247","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199406","156.533","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199407","216.33","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199408","193.374","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199409","180.928","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199410","209.489","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199411","198.716","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199412","194.468","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199413","2323.82","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199501","181.661","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199502","151.839","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199503","181.966","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199504","202.143","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199505","174.718","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199506","164.965","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199507","234.038","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199508","240.237","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199509","208.217","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199510","227.438","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199511","203.6","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199512","199.049","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199513","2369.869","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199601","215.337","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199602","169.485","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199603","196.558","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199604","149.671","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199605","176.787","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199606","197.279","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199607","221.032","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199608","241.559","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199609","201.147","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199610","241.017","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199611","230.3","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199612","196.854","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199613","2437.027","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199701","219.532","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199702","169.842","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199703","191.206","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199704","189.865","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199705","200.871","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199706","172.743","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199707","195.848","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199708","204.296","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199709","193.213","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199710","239.624","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199711","203.767","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199712","190.185","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199713","2370.991","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199801","218.095","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199802","158.343","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199803","179.494","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199804","178.06","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199805","186.622","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199806","128.7","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199807","184.548","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199808","191.758","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199809","186.479","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199810","202.005","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199811","171.31","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199812","198.747","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199813","2184.161","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199901","210.996","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199902","162.352","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199903","149.912","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199904","183.534","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199905","222.166","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199906","173.903","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199907","203.953","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199908","197.764","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199909","181.899","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199910","164.413","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199911","192.219","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199912","171.056","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","199913","2214.167","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","200001","160.708","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","200002","185.259","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","200003","195.714","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","200004","187.07","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","200005","184.011","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","200006","167.726","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","200007","191.305","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","200008","194.632","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","200009","180.764","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","200010","206.142","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","200011","200.803","1","Wood Energy Production","Trillion Btu"
